# Data file for U(x)
# mu = 28.889405562491817
# omB = 10.56
# Columns:
# 1) x
# 2) U(x)
# 
7.97439256e+02 9.75913534e+02
7.98239496e+02 9.83791661e+02
7.99039736e+02 9.91731958e+02
7.99839976e+02 9.99735356e+02
8.00640216e+02 1.00780281e+03
8.01440456e+02 1.01593532e+03
8.02240696e+02 1.02413387e+03
8.03040936e+02 1.03239952e+03
8.03841176e+02 1.04073332e+03
8.04641417e+02 1.04913638e+03
8.05441657e+02 1.05760981e+03
8.06241897e+02 1.06615476e+03
8.07042137e+02 1.07477244e+03
8.07842377e+02 1.08346405e+03
8.08642617e+02 1.09223086e+03
8.09442857e+02 1.10107417e+03
8.10243097e+02 1.10999529e+03
8.11043337e+02 1.11899560e+03
8.11843577e+02 1.12807651e+03
8.12643818e+02 1.13723947e+03
8.13444058e+02 1.14648598e+03
8.14244298e+02 1.15581758e+03
8.15044538e+02 1.16523586e+03
8.15844778e+02 1.17474246e+03
8.16645018e+02 1.18433906e+03
8.17445258e+02 1.19402742e+03
8.18245498e+02 1.20380933e+03
8.19045738e+02 1.21368666e+03
8.19845978e+02 1.22366131e+03
8.20646218e+02 1.23373527e+03
8.21446459e+02 1.24391059e+03
8.22246699e+02 1.25418940e+03
8.23046939e+02 1.26457387e+03
8.23847179e+02 1.27506627e+03
8.24647419e+02 1.28566895e+03
8.25447659e+02 1.29638433e+03
8.26247899e+02 1.30721493e+03
8.27048139e+02 1.31816336e+03
8.27848379e+02 1.32923230e+03
8.28648619e+02 1.34042457e+03
8.29448860e+02 1.35174305e+03
8.30249100e+02 1.36319077e+03
8.31049340e+02 1.37477086e+03
8.31849580e+02 1.38648655e+03
8.32649820e+02 1.39834123e+03
8.33450060e+02 1.41033840e+03
8.34250300e+02 1.42248172e+03
8.35050540e+02 1.43477497e+03
8.35850780e+02 1.44722213e+03
8.36651020e+02 1.45982729e+03
8.37451261e+02 1.47259477e+03
8.38251501e+02 1.48552902e+03
8.39051741e+02 1.49863473e+03
8.39851981e+02 1.51191675e+03
8.40652221e+02 1.52538020e+03
8.41452461e+02 1.53903038e+03
8.42252701e+02 1.55287286e+03
8.43052941e+02 1.56691347e+03
8.43853181e+02 1.58115829e+03
8.44653421e+02 1.59561371e+03
8.45453661e+02 1.61028643e+03
8.46253902e+02 1.62518347e+03
8.47054142e+02 1.64031222e+03
8.47854382e+02 1.65568041e+03
8.48654622e+02 1.67129619e+03
8.49454862e+02 1.68716813e+03
8.50255102e+02 1.70330527e+03
8.51055342e+02 1.71971711e+03
8.51855582e+02 1.73641369e+03
8.52655822e+02 1.75340561e+03
8.53456062e+02 1.77070406e+03
8.54256303e+02 1.78832087e+03
8.55056543e+02 1.80626859e+03
8.55856783e+02 1.82456048e+03
8.56657023e+02 1.84321066e+03
8.57457263e+02 1.86223406e+03
8.58257503e+02 1.88164659e+03
8.59057743e+02 1.90146519e+03
8.59857983e+02 1.92170787e+03
8.60658223e+02 1.94239388e+03
8.61458463e+02 1.96354375e+03
8.62258703e+02 1.98517946e+03
8.63058944e+02 2.00732452e+03
8.63859184e+02 2.03000418e+03
8.64659424e+02 2.05324552e+03
8.65459664e+02 2.07707769e+03
8.66259904e+02 2.10153208e+03
8.67060144e+02 2.12664257e+03
8.67860384e+02 2.15244578e+03
8.68660624e+02 2.17898134e+03
8.69460864e+02 2.20629229e+03
8.70261104e+02 2.23442539e+03
8.71061345e+02 2.26343156e+03
8.71861585e+02 2.29336642e+03
8.72661825e+02 2.32429083e+03
8.73462065e+02 2.35627152e+03
8.74262305e+02 2.38938188e+03
8.75062545e+02 2.42370287e+03
8.75862785e+02 2.45932397e+03
8.76663025e+02 2.49634449e+03
8.77463265e+02 2.53487493e+03
8.78263505e+02 2.57503872e+03
8.79063745e+02 2.61697424e+03
8.79863986e+02 2.66083726e+03
8.80664226e+02 2.70680393e+03
8.81464466e+02 2.75507435e+03
8.82264706e+02 2.80587701e+03
8.83064946e+02 2.85947430e+03
8.83865186e+02 2.91616925e+03
8.84665426e+02 2.97631408e+03
8.85465666e+02 3.04032072e+03
8.86265906e+02 3.10867411e+03
8.87066146e+02 3.18194840e+03
8.87866387e+02 3.26082659e+03
8.88666627e+02 3.34612314e+03
8.89466867e+02 3.43880777e+03
8.90267107e+02 3.54002561e+03
8.91067347e+02 3.65110257e+03
8.91867587e+02 3.77351371e+03
8.92667827e+02 3.90877175e+03
8.93468067e+02 4.05816131e+03
8.94268307e+02 4.22219967e+03
8.95068547e+02 4.39966544e+03
8.95868788e+02 4.58606894e+03
8.96669028e+02 4.77173362e+03
8.97469268e+02 4.94061213e+03
8.98269508e+02 5.07291163e+03
8.99069748e+02 5.15593216e+03
8.99869988e+02 5.20084127e+03
9.00670228e+02 5.24491130e+03
9.01470468e+02 5.32478234e+03
9.02270708e+02 5.45217347e+03
9.03070948e+02 5.61797312e+03
9.03871188e+02 5.80702331e+03
9.04671429e+02 6.00669798e+03
9.05471669e+02 6.20885971e+03
9.06271909e+02 6.40904491e+03
9.07072149e+02 6.60516276e+03
9.07872389e+02 6.79646818e+03
9.08672629e+02 6.98290625e+03
9.09472869e+02 7.16473814e+03
9.10273109e+02 7.34234409e+03
9.11073349e+02 7.51612717e+03
9.11873589e+02 7.68647058e+03
9.12673830e+02 7.85372190e+03
9.13474070e+02 8.01818991e+03
9.14274310e+02 8.18014687e+03
9.15074550e+02 8.33983260e+03
9.15874790e+02 8.49745898e+03
9.16675030e+02 8.65321401e+03
9.17475270e+02 8.80726543e+03
9.18275510e+02 8.95976372e+03
9.19075750e+02 9.11084459e+03
9.19875990e+02 9.26063109e+03
9.20676230e+02 9.40923535e+03
9.21476471e+02 9.55676001e+03
9.22276711e+02 9.70329947e+03
9.23076951e+02 9.84894088e+03
9.23877191e+02 9.99376506e+03
9.24677431e+02 1.01378472e+04
9.25477671e+02 1.02812576e+04
9.26277911e+02 1.04240620e+04
9.27078151e+02 1.05663223e+04
9.27878391e+02 1.07080970e+04
9.28678631e+02 1.08494414e+04
9.29478872e+02 1.09904079e+04
9.30279112e+02 1.11310466e+04
9.31079352e+02 1.12714051e+04
9.31879592e+02 1.14115292e+04
9.32679832e+02 1.15514628e+04
9.33480072e+02 1.16912483e+04
9.34280312e+02 1.18309264e+04
9.35080552e+02 1.19705367e+04
9.35880792e+02 1.21101176e+04
9.36681032e+02 1.22497066e+04
9.37481273e+02 1.23893401e+04
9.38281513e+02 1.25290538e+04
9.39081753e+02 1.26688828e+04
9.39881993e+02 1.28088615e+04
9.40682233e+02 1.29490239e+04
9.41482473e+02 1.30894035e+04
9.42282713e+02 1.32300336e+04
9.43082953e+02 1.33709472e+04
9.43883193e+02 1.35121772e+04
9.44683433e+02 1.36537563e+04
9.45483673e+02 1.37957173e+04
9.46283914e+02 1.39380930e+04
9.47084154e+02 1.40809164e+04
9.47884394e+02 1.42242207e+04
9.48684634e+02 1.43680393e+04
9.49484874e+02 1.45124060e+04
9.50285114e+02 1.46573551e+04
9.51085354e+02 1.48029214e+04
9.51885594e+02 1.49491400e+04
9.52685834e+02 1.50960471e+04
9.53486074e+02 1.52436793e+04
9.54286315e+02 1.53920742e+04
9.55086555e+02 1.55412703e+04
9.55886795e+02 1.56913070e+04
9.56687035e+02 1.58422249e+04
9.57487275e+02 1.59940660e+04
9.58287515e+02 1.61468732e+04
9.59087755e+02 1.63006913e+04
9.59887995e+02 1.64555664e+04
9.60688235e+02 1.66115465e+04
9.61488475e+02 1.67686814e+04
9.62288715e+02 1.69270229e+04
9.63088956e+02 1.70866252e+04
9.63889196e+02 1.72475446e+04
9.64689436e+02 1.74098404e+04
9.65489676e+02 1.75735745e+04
9.66289916e+02 1.77388120e+04
9.67090156e+02 1.79056214e+04
9.67890396e+02 1.80740750e+04
9.68690636e+02 1.82442491e+04
9.69490876e+02 1.84162243e+04
9.70291116e+02 1.85900864e+04
9.71091357e+02 1.87659262e+04
9.71891597e+02 1.89438406e+04
9.72691837e+02 1.91239331e+04
9.73492077e+02 1.93063143e+04
9.74292317e+02 1.94911028e+04
9.75092557e+02 1.96784260e+04
9.75892797e+02 1.98684214e+04
9.76693037e+02 2.00612375e+04
9.77493277e+02 2.02570353e+04
9.78293517e+02 2.04559898e+04
9.79093758e+02 2.06582919e+04
9.79893998e+02 2.08641507e+04
9.80694238e+02 2.10737956e+04
9.81494478e+02 2.12874800e+04
9.82294718e+02 2.15054845e+04
9.83094958e+02 2.17281214e+04
9.83895198e+02 2.19557401e+04
9.84695438e+02 2.21887335e+04
9.85495678e+02 2.24275464e+04
9.86295918e+02 2.26726854e+04
9.87096158e+02 2.29247318e+04
9.87896399e+02 2.31843584e+04
9.88696639e+02 2.34523508e+04
9.89496879e+02 2.37296359e+04
9.90297119e+02 2.40173207e+04
9.91097359e+02 2.43167448e+04
9.91897599e+02 2.46295557e+04
9.92697839e+02 2.49578168e+04
9.93498079e+02 2.53041697e+04
9.94298319e+02 2.56720875e+04
9.95098559e+02 2.60662896e+04
9.95898800e+02 2.64934664e+04
9.96699040e+02 2.69636691e+04
9.97499280e+02 2.74933442e+04
9.98299520e+02 2.81134390e+04
9.99099760e+02 2.89000770e+04
9.99900000e+02 3.02898429e+04
